GeneSymbol,EntrezID
ITLN1,55600
ITLN2,142683
F11R,50848
USF1,7391
ARHGAP30,257106
PVRL4,81607
PFDN2,5202
DEDD,9191
B4GALT3,8703
ADAMTS4,9507
APOA2,336
NR1I3,9970
MPZ,4359
FCGR3A,2214
OLFML2B,25903
C1orf111,284680
SH2D1B,117157
C1orf110,339512
RGS5,8490
LMX1A,4009
RXRG,6258
ALDH9A1,223
TMCO1,54499
TADA1,117143
ILDR2,387597
GPA33,10223
CD247,919
CREG1,8804
ADCY10,55811
BRP44,25874
GCSH,2653
GPR161,23432
ANKRD36BP1,84832
XCL2,6846
DPT,1805
NME7,29922
C1orf114,57821
SLC19A2,10560
F5,2153
SELP,6403
SELL,6402
SELE,6401
C1orf156,92342
SCYL3,57147
KIFAP3,22920
MYOC,4653
VAMP4,8674
PIGC,5279
TNFSF18,8995
TNFSF4,7292
SLC9A11,284525
ANKRD45,339416
CENPL,91687
SERPINC1,462
MRPS14,63931
KIAA0040,9674
TNR,7143
RFWD2,64326
ASTN1,460
SEC16B,89866
NCRNA00083,400797
ANGPTL1,9068
ABL2,27
NPHS2,7827
TOR1AIP2,163590
TOR1AIP2,163590
TOR1AIP1,26092
ACBD6,84320
STX6,10228
GLUL,2752
TEDDM1,127670
RNASEL,6041
RGS16,6004
RGS8,85397
C1orf14,81626
NMNAT2,23057
NCF2,4688
ARPC5,10092
APOBEC4,403314
GLT25D2,23127
EDEM3,80267
FAM129A,116496
C1orf25,81627
IVNS1ABP,10625
TPR,7175
PDC,5132
PTGS2,5743
FAM5C,339479
UCHL5,51377
GLRX2,51022
B3GALT2,8707
KCNT2,343450
F13B,2165
ASPM,259266
ZBTB41,360023
DENND1B,163486
DENND1B,163486
ATP6V1G3,127124
ZNF281,23528
KIF14,9928
DDX59,83479
KIF21B,23046
CACNA1S,779
TMEM9,252839
TNNT2,7139
LAD1,3898
TNNI1,7135
PHLDA3,23612
CSRP1,1465
LMOD1,25802
ARL8A,127829
PTPN7,5778
UBE2T,29089
RPS27,6232
SYT2,127833
KDM5B,10765
RABIF,5877
KLHL12,59349
ADIPOR1,51094
CYB5R1,51706
MYOG,4656
MYBPH,4608
CHI3L1,1116
CHIT1,1118
FMOD,2331
C1orf157,284573
ETNK2,55224
REN,5972
KISS1,3814
GOLT1A,127845
PLEKHA6,22874
PPP1R15B,84919
PIK3C2B,5287
LRRN2,10446
TMEM81,388730
RBBP5,5929
DSTYK,25778
NUAK2,81788
KLHDC8A,55220
LEMD1,93273
ELK4,2005
SLC45A3,85414
NUCKS1,64710
RAB7L1,8934
SLC41A1,254428
PM20D1,148811
SLC26A9,115019
LGTN,1939
IL10,3586
FAIM3,9214
PIGR,5284
FCAMR,83953
C1orf116,79098
CD34,947
PLXNA2,5362
PLXNA2,5362
LAMB3,3914
C1orf74,148304
IRF6,3664
KCNH1,3756
RD3,343035
SLC30A1,7779
NEK2,4751
LPGAT1,9926
INTS7,25896
RPL21P28,100131205
TMEM206,55248
BATF3,55509
NSL1,25936
NCRNA00292,642946
ANGEL2,90806
PTPN14,5784
USH2A,7399
ESRRG,2104
GPATCH2,55105
SLC30A10,55532
EPRS,2058
BPNT1,10380
RAB3GAP2,25782
DUSP10,11221
HHIPL2,79802
TAF1A,9015
AIDA,64853
SUSD4,55061
TP53BP2,7159
ZNF706,51123
NVL,4931
WDR26,80232
LBR,3930
ENAH,55740
TMEM63A,9725
LEFTY1,10637
PYCR2,29920
LEFTY2,7044
C1orf55,163859
ACBD3,64746
LIN9,286826
PARP1,142
ITPKB,3707
CDC42BPA,8476
PRO2012,55478
JMJD4,65094
WNT9A,7483
LOC100506571,100506571
C1orf35,79169
MRPL55,128308
TRIM11,81559
TRIM17,51127
HIST3H3,8290
HIST3H2A,92815
C1orf96,126731
ACTA1,58
NUP133,55746
ABCB10,23456
TAF5L,27097
PGBD5,79605
AGT,183
C1orf198,84886
TTC13,79573
FAM89A,375061
FLJ30430,149373
C1orf131,128061
EXOC8,149371
EGLN1,54583
SIPA1L2,57568
PCNXL2,80003
TARBP1,6894
IRF2BP2,359948
PP2672,100130249
TOMM20,9804
RBM34,23029
ARID4B,51742
B3GALNT2,148789
GNG4,2786
LYST,1130
NID1,4811
ERO1LB,56605
LGALS8,3964
HEATR1,55127
HEATR1,55127
MT1H,4496
ZP4,57829
GREM2,64388
RGS7,6000
FH,2271
OPN3,23596
CHML,1122
PLD5,200150
CEP170,9859
AKT3,10000
LOC100506975,100506975
ADSS,159
FAM36A,116228
HNRNPU,3192
SMYD3,64754
TFB2M,64216
AHCTF1,25909
ZNF695,57116
ZNF670,93474
ZNF669,79862
C1orf229,388759
ZNF124,7678
ZNF496,84838
OR2B11,127623
OR2C3,81472
OR6F1,343169
OR1C1,26188
OR14A16,284532
OR11L1,391189
OR2T33,391195
OR2T12,127064
OR2M7,391196
OR2T29,343563
OR2T3,343173
OR2T10,127069
OR2T11,127077
OR2T2,401992
OR2T27,403239
OR14I1,401994
SH3BP5L,80851
ZNF692,55657
ACP1,52
LOC100128185,100128185
TPO,7173
MYT1L,23040
RPS7,6201
COLEC11,78989
ALLC,55821
TTC15,51112
SOX11,6664
LOC150622,150622
LOC400940,400940
RSAD2,91543
RNF144A,9781
ID2,3398
ASAP2,8853
CPSF3,51692
TAF1B,9014
GRHL1,29841
KLF11,8462
RRM2,6241
C2orf48,348738
PDIA6,10130
ATP6V1C2,245973
KCNF1,3754
C2orf50,130813
PQLC3,130814
GREB1,9687
LPIN1,23175
TRIB2,28951
FAM84A,151354
DDX1,1653
MYCN,4613
MYCN,4613
VSNL1,7447
GEN1,348654
KCNS3,3790
LOC100131373,100131373
RHOB,388
GDF7,151449
KLHL29,114818
UBXN2A,165324
MFSD2B,388931
C2orf84,653140
NCOA1,8648
CENPO,79172
EFR3B,22979
RAB10,10890
HADHB,3032
EPT1,85465
C2orf39,92749
KCNK3,3777
C2orf18,54978
CENPA,1058
DPYSL5,56896
MAPRE3,22924
TMEM214,54867
AGBL5,60509
EMILIN1,11117
KHK,3795
ABHD1,84696
C2orf28,51374
CAD,790
DNAJC5G,285126
TRIM54,57159
SNX17,9784
NRBP1,29959
KRTCAP3,200634
GCKR,2646
C2orf16,84226
ZNF512,84450
GPN1,11321
SLC4A1AP,22950
MRPL33,9553
BRE,9577
FOSL2,2355
PLB1,151056
PLB1,151056
PPP1CB,5500
SPDYA,245711
FAM179A,165186
CLIP4,79745
YPEL5,51646
LBH,81606
LCLAT1,253558
EHD3,30845
SPAST,6683
SLC30A6,55676
YIPF4,84272
BIRC6,57448
TTC27,55622
LTBP1,4052
RASGRP3,25780
CRIM1,51232
VIT,5212
CCDC75,253635
C2orf56,55471
QPCT,25797
FAM82A1,151393
C2orf58,285154
GALM,130589
GEMIN6,79833
MORN2,729967
TMEM178,130733
EML4,27436
MTA3,57504
LOC100129726,100129726
PLEKHH2,130271
DYNC2LI1,51626
ABCG8,64241
PPM1B,5495
SLC3A1,6519
C2orf34,79823
SIX3,6496
PRKCE,5581
EPAS1,2034
RHOQ,23433
CRIPT,9419
SOCS5,9655
EPCAM,4072
MSH2,4436
MSH6,2956
FOXN2,3344
KLRAQ1,129285
STON1-GTF2A1L,286749
CHAC2,494143
ERLEC1,27248
ACYP2,98
C2orf73,129852
SPTBN1,6711
RPL23AP32,56969
RPS27A,6233
CCDC104,112942
VRK2,7444
EIF3F,8665
PAPOLG,64895
REL,5966
PEX13,5194
KIAA1841,84542
AHSA2,130872
COMMD1,150684
B3GNT2,10678
EHBP1,23301
OTX1,5013
MDH1,4190
UGP2,7360
HSPC159,29094
AFTPH,54812
SLC1A4,6509
CEP68,23177
ACTR2,10097
FLJ16124,440867
MEIS1,4211
ETAA1,54465
PNO1,56902
PLEK,5341
APLF,200558
PROKR1,10887
ARHGAP25,9938
GKN1,56287
ANTXR1,84168
ANXA4,307
GMCL1,64395
SNRNP27,11017
MXD1,4084
PCBP1,5093
PCYOX1,51449
VAX2,25806
ATP6V1B1,525
ANKRD53,79998
OR7E91P,79315
NAGK,55577
MPHOSPH10,10199
ZNF638,27332
DYSF,8291
SPR,6697
EMX1,2016
SMYD5,10322
CCT7,10574
ALMS1,7840
ALMS1P,200420
STAMBP,10617
ACTG2,72
DGUOK,1716
TET3,200424
MTHFD2,10797
WDR54,84058
INO80B,83444
WBP1,23559
TTC31,64427
LOC151534,151534
TLX2,3196
HTRA2,27429
DOK1,1796
SEMA4F,10505
HK2,3099
POLE4,56655
MRPL19,9801
REG3G,130120
REG1A,5967
CTNNA2,1496
FUNDC2P2,388965
DNAH6,1768
DNAH6,1768
TMSB10,9168
KCMF1,56888
TCF7L1,83439
ELMOD3,84173
SH2D6,284948
MAT2A,4144
VAMP8,8673
VAMP5,10791
RNF181,51255
USP39,10713
GNLY,10578
ATOH8,84913
PTCD3,55037
MRPL35,51318
KDM3A,55818
RMND5A,64795
NCRNA00152,112597
PLGLB2,5342
WBP1,23559
SMYD1,150572
THNSL2,55258
C2orf51,200523
RPIA,22934
IGKV3D-15,28875
TEKT4,150483
ZNF2,7549
MAL,4118
PROM2,150696
KCNIP3,30818
FAHD2A,51011
TRIM43,129868
CIAO1,9391
ITPRIPL1,150771
NCAPH,23397
ARID5A,10865
ARID5A,10865
CNNM4,26504
CNNM3,26505
ANKRD36,375248
COX5B,1329
ZAP70,7535
VWA3B,200403
CNGA3,1261
INPP4A,3631
UNC50,25972
C2orf15,150590
LIPT1,51601
MRPL30,51263
EIF5B,9669
PDCL3,79031
NPAS2,4862
RPL31,6160
C2orf29,55571
MAP4K4,9448
IL1R2,7850
IL1R1,3554
LOC100131131,100131131
IL1RL2,8808
IL1RL1,9173
IL18R1,8809
IL18RAP,8807
SLC9A2,6549
TMEM182,130827
POU3F3,5455
MRPS9,64965
GPR45,11250
C2orf49,79074
NCK2,8440
C2orf40,84417
RGPD4,285190
SLC5A7,60482
SULT1C2,6819
SULT1C4,27233
GCC2,9648
LIMS1,3987
RANBP2,5903
CCDC138,165055
ANKRD57,65124
ANKRD57,65124
RGPD6,729540
LIMS3,96626
ACOXL,55289
BCL2L11,10018
MERTK,10461
TMEM87B,84910
FBLN7,129804
ZC3H6,376940
TTL,150465
POLR1B,84172
CHCHD5,84269
SLC20A1,6574
IL1F7,27178
IL1F9,56300
IL1F6,27179
IL1F5,26525
IL1F10,84639
IL1RN,3557
PSD4,23550
LOC654433,654433
CBWD2,150472
FOXD4L1,200350
FAM138B,654412
WASH2P,375260
RABL2A,11159
ACTR3,10096
DPP10,57628
DDX18,8886
INSIG2,51141
MARCO,8685
STEAP3,55240
DBI,1622
TMEM37,140738
TMEM177,80775
PTPN4,5775
EPB41L5,57669
RALB,5899
INHBB,3625
GLI2,2736
TSN,7247
CNTNAP5,129684
GYPC,2995
PROC,5624
MYO7B,4648
GPR17,2840
SFT2D3,84826
UGGT1,56886
RAB6C,84084
SMPD4,55627
MZT2B,80097
IMP4,92856
PTPN18,26469
CFC1B,653275
GPR148,344561
FAM123C,205147
ARHGEF4,50649
PLEKHB2,55041
POTEKP,440915
TUBA3D,113457
CCDC74A,90557
C2orf27A,29798
GPR39,2863
MGAT5,4249
ACMSD,130013
CCNT2,905
R3HDM1,23518
UBXN4,23190
HNMT,3176
SPOPL,339745
KYNU,8942
ARHGAP15,55843
PABPC1P2,728773
ACVR2A,92
MBD5,55777
EPC2,26122
KIF5C,3800
LYPD6B,130576
LYPD6,130574
TNFAIP6,7130
RIF1,55183
FMNL2,114793
ARL6IP6,151188
GALNT13,114805
KCNJ3,3760
GPD2,2820
GALNT5,11227
UPP2,151531
PKP4,8502
7-Mar,64844
TANK,10010
PSMD14,10213
TBR1,10716
SLC4A10,57282
GCA,25801
SCN2A,6326
CSRNP3,80034
XIRP2,129446
B3GALT1,8708
LASS6,253782
NOSTRIN,115677
G6PC2,57818
DHRS9,10170
BBS5,129880
KBTBD10,10324
PPIG,9360
PHOSPHO2,493911
KLHL23,151230
KLHL23,151230
SSB,6741
UBR3,130507
MYO3B,140469
SP5,389058
EIF2S2,8894
GAD1,2571
GORASP2,26003
DCAF17,80067
CYBRD1,79901
DYNC1I2,1781
HAT1,8520
METAP1D,254042
DLX1,1745
ITGA6,3655
PDK1,5163
RAPGEF4,11069
ZAK,51776
CDCA7,83879
SCRN3,79634
H3F3A,3020
HOXD13,3239
HOXD12,3238
HOXD11,3237
HOXD10,3236
HOXD9,3235
HOXD8,3234
HOXD4,3233
HOXD3,3232
HOXD1,3231
MTX2,10651
HNRNPA3,220988
AGPS,8540
RBM45,129831
OSBPL6,114880
PLEKHA3,65977
UBE2E3,10477
ITGA4,3676
SSFA2,6744
PPP1R1C,151242
DNAJC10,54431
DUSP19,142679
NUP35,129401
ZNF804A,91752
FSIP2,401024
FSIP2,401024
ZC3H15,55854
ITGAV,3685
FAM171B,165215
GULP1,51454
COL3A1,1281
WDR75,84128
ASNSD1,54529
PMS1,5378
C2orf88,84281
INPP1,3628
MFSD6,54842
NAB1,4664
GLS,2744
MYO1B,4430
OBFC2A,64859
CCDC150,284992
CCDC150,284992
COQ10B,80219
HSPE1,3336
MOBKL3,25843
MARS2,92935
PLCL1,5334
FLJ32063,150538
C2orf69,205327
C2orf47,79568
SPATS2L,26010
SGOL2,151246
AOX1,316
BZW1,9689
NIF3L1,60491
NDUFB3,4709
CFLAR,8837
CASP10,843
CASP8,841
STRADB,55437
CDK15,65061
FZD7,8324
NOP58,51602
BMPR2,659
FAM117B,150864
ALS2CR8,79800
NBEAL1,65065
NBEAL1,65065
RPL12,6136
CYP20A1,57404
ABI2,10152
CD28,940
CTLA4,1493
ICOS,29851
PARD3B,117583
NRP2,8828
EEF1B2,1933
ADAM23,8745
FASTKD2,22868
CPO,130749
CREB1,1385
CCNYL1,151195
PIKFYVE,200576
PTH2R,5746
MAP2,4133
UNC80,285175
RPE,6120
CPS1,1373
CPS1-IT,29034
SPAG16,79582
ATIC,471
FN1,2335
TMEM169,92691
XRCC5,7520
SMARCAL1,50485
RPL37A,6168
IGFBP2,3485
RUFY4,285180
CXCR2,3579
ARPC2,10109
GPBAR1,151306
PNKD,25953
C2orf62,375307
SLC11A1,6556
CTDSP1,58190
VIL1,7429
RQCD1,9125
PLCD4,84812
BCS1L,617
STK36,27148
TTLL4,9654
CYP27A1,1593
WNT6,7475
WNT10A,80326
CDK5R2,8941
FAM134A,79137
ZFAND2B,130617
ANKZF1,55139
STK16,8576
TUBA4B,80086
DNAJB2,3300
DES,1674
SPEG,10290
GMPPA,29926
ACCN4,55515
TMEM198,130612
INHA,3623
STK11IP,114790
SLC4A3,6508
CCDC140,151278
SGPP2,130367
MOGAT1,116255
ACSL3,2181
KCNE4,23704
MRPL44,65080
RHBDD1,84236
COL4A3,1285
MFF,56947
AGFG1,3267
CCL20,6364
WDR69,164781
FBXO36,130888
SP140,11262
SP140L,93349
SP100,6672
CAB39,51719
ITM2C,81618
SPATA3,130560
PSMD1,5707
ARMC9,80210
B3GNT7,93010
C2orf57,165100
PTMA,5757
COPS7B,64708
DIS3L2,129563
ALPP,250
ALPPL2,251
ALPI,248
CHRND,1144
CHRNG,1146
EIF4E2,9470
EFHD1,80303
GIGYF2,26058
C2orf82,389084
NEU2,4759
INPP5D,3635
ATG16L1,55054
SAG,6295
DGKD,8527
UGT1A9,54600
TRPM8,79054
SPP2,6694
SH3BP4,23677
AGAP1,116987
CXCR7,57007
COPS8,10920
MLPH,79083
PRLH,51052
LRRFIP1,9208
LRRFIP1,9208
RBM44,375316
RAMP1,10267
UBE2F,140739
SCLY,51540
ESPNL,339768
KLHL30,377007
TRAF3IP1,26146
ASB1,51665
FLJ45964,401040
GPC1,2817
RNPEPL1,57140
CAPN10,11132
GPR35,2859
AQP12B,653437
AGXT,189
SNED1,25992
PPP1R7,5510
ANO7,50636
2-Sep,4735
FARP2,9855
BOK,666
ATG4B,23192
ING5,84289
D2HGDH,728294
GAL3ST2,64090
NEU4,129807
FLJ40712,401044
FLJ38379,285097
FLJ41327,401045
SH3YL1,26751
FAM150B,285016
TMEM18,129787
RNASEH1,246243
TMSB4XP2,7116
TSSC1,7260
ADI1,55256
FLJ42418,400941
CMPK2,129607
C2orf46,339789
MBOAT2,129642
ITGB1BP1,9270
ADAM17,6868
YWHAQ,10971
UNQ5830,400943
CYS1,192668
ODC1,4953
NOL10,79954
PDIA6,10130
FLJ33534,285150
ROCK2,9475
E2F6,1876
NTSR2,23620
NBAS,51594
MYCNOS,10408
FAM49A,81553
SMC6,79677
RDH14,57665
NT5C1B,93034
OSR1,130497
WDR35,57539
MATN3,4148
LAPTM4A,9741
SDC1,6382
PUM2,23369
NDUFAF2,91942
HS1BP3,64342
C2orf43,60526
APOB,338
ATAD2B,54454
C2orf44,80304
SF3B14,51639
TP53I3,9540
PFN4,375189
ITSN2,50618
LOC100507630,100507630
CENPO,79172
ADCY3,109
DNAJC27,51277
POMC,5443
DNMT3A,1788
DTNB,1838
ASXL2,55252
KIF3C,3797
HADHA,3030
GPR113,165082
OTOF,9381
CGREF1,10669
PREB,10113
C2orf53,339779
SLC5A6,8884
SLC30A3,7781
UCN,7349
MPV17,4358
GTF3C2,2976
EIF2B4,8890
ZNF513,130557
PPM1G,5496
FTH1P3,2498
IFT172,26160
FNDC4,64838
CCDC121,79635
SUPT7L,9913
RBKS,64080
TRMT61B,55006
ALK,238
CAPN13,92291
GALNT14,79623
XDH,7498
SRD5A2,6716
MEMO1,51072
DPY30,84661
NLRC4,58484
FAM98A,25940
MYADML,151325
FEZ2,9637
STRN,6801
EIF2AK2,5610
CEBPZ,10153
PRKD3,23683
CDC42EP3,10602
CYP1B1,1545
ATL2,64225
HNRPLL,92906
SRSF7,6432
DHX57,90957
SOS1,6654
MAP4K3,8491
THUMPD2,80745
SLC8A1,6546
COX7A2L,9167
KCNG3,170850
OXER1,165140
HAAO,23498
ZFP36L2,678
THADA,63892
ABCG5,64240
LRPPRC,10128
PREPL,9581
SIX2,10736
UNQ6975,400952
SRBD1,55133
ATP6V1E2,90423
PIGF,5281
MCFD2,90411
C2orf61,285051
CALM2,805
KCNK12,56660
FBXO11,80204
LHCGR,3973
FSHR,2492
NRXN1,9378
ASB3,51130
GPR75,10936
PSME4,23198
TSPYL6,388951
RTN4,57142
C2orf63,130162
MTIF2,4528
CCDC88A,55704
SMEK2,57223
PNPT1,87178
EFEMP1,2202
FANCL,55120
BCL11A,53335
PUS10,150962
LOC339803,339803
USP34,9736
XPO1,7514
CCT4,10575
TMEM17,200728
ELP1P,100169989
C2orf86,51057
VPS54,51542
PELI1,57162
SERTAD2,9792
RAB1A,5861
SPRED2,200734
C1D,10438
WDR92,116143
CNRIP1,25927
BMP10,27302
GKN2,200504
GFPT1,2673
NFU1,27247
AAK1,22848
ASPRV1,151516
C2orf42,54980
TIA1,7072
SNRPG,6637
FAM136A,84908
TGFA,7039
ADD2,119
FIGLA,344018
CLEC4F,165530
CD207,50489
TEX261,113419
MCEE,84693
CYP26B1,56603
SFXN5,94097
RAB11FIP5,26056
C2orf7,84279
EGR4,1961
NAT8,9027
NAT8B,51471
DUSP11,8446
TPRKB,51002
BOLA3,388962
MOBKL1B,55233
SLC4A5,57835
DCTN1,1639
RTKN,6242
MOGS,7841
MRPL53,116540
CCDC142,84865
LBX2,85474
PCGF1,84759
DQX1,165545
AUP1,550
LOXL3,84695
C2orf65,130951
TACR1,6869
FAM176A,84141
C2orf3,6936
LRRTM4,80059
REG1B,5968
REG1P,5969
REG3A,5068
LRRTM1,347730
SUCLG1,8802
LSM3,27258
TGOLN2,10618
RETSAT,54884
CAPG,822
GGCX,2677
TMEM150A,129303
SFTPB,6439
ST3GAL5,8869
POLR1A,25885
IMMT,10989
REEP1,65055
VPS24,51652
RNF103,7844
CD8A,925
CD8B,926
WBP1,23559
ANAPC1,64682
RGPD1,400966
KRCC1,51315
FABP1,2168
EIF2AK3,9451
IGK@,50802
ANKRD20B,729171
MRPS5,64969
ZNF514,84874
ANKRD36B,57730
GPAT2,150763
ADRA2B,151
ASTL,431705
DUSP2,1844
STARD7,56910
TMEM127,55654
SNRNP200,23020
NEURL3,93082
KIAA1310,55683
LMAN2L,81562
ANKRD23,200539
ANKRD39,51239
SEMA4C,54910
FAM178B,51252
FAHD2B,151313
ANKRD36B,57730
ANKRD36B,57730
ACTR1B,10120
C2orf64,493753
MGAT4A,11320
C2orf55,343990
TSGA10,80705
MITD1,129531
LYG2,254773
LYG1,129530
TXNDC9,10190
REV1,51455
AFF3,3899
LONRF2,164832
CHST10,9486
TBC1D8,11138
RNF149,284996
CREG2,200407
RFX8,731220
MFSD9,84804
TGFBRAP1,9392
FHL2,2274
UXS1,80146
ST6GAL2,84620
FLJ38668,644903
EDAR,10913
10-Sep,151011
MALL,7851
NPHP1,4867
NCRNA00116,205251
LOC151009,151009
LIMS3,96626
RGPD6,729540
BUB1,699
FLJ44006,400997
NCRNA00152,112597
ANAPC1,64682
ZC3H8,84524
CKAP2L,150468
IL1A,3552
IL1B,3553
IL1F8,27177
PAX8,7849
DDX11L2,84771
RPL23AP7,118433
PS1TP4,414327
SLC35F5,80255
CCDC93,54520
CCDC93,54520
EN1,2019
C1QL2,165257
SCTR,6344
TMEM185B,79134
LOC84931,84931
TFCP2L1,29842
CLASP1,23332
MKI67IP,84365
BIN1,274
CYP27C1,339761
ERCC3,2071
MAP3K2,10746
IWS1,55677
LOC100131492,100131492
LIMS2,55679
WDR33,55339
POLR2D,5433
AMMECR1L,83607
SAP130,79595
HS6ST1,9394
POTEF,728378
CCDC74B,91409
SMPD4,55627
TUBA3E,112714
CCDC115,84317
POTEE,445582
CFC1B,653275
FAM168B,130074
NOC2L,26155
MZT2A,653784
C2orf27B,408029
ANKRD30BL,554226
LYPD1,116372
NCKAP5,344148
NCKAP5,344148
TMEM163,81615
YSK4,80122
ZRANB3,84083
LCT,3938
MCM6,4175
DARS,1615
CXCR4,7852
NXPH2,11249
LRP1B,53353
GTDC1,79712
ZEB2,9839
ORC4,5000
MMADHC,27249
FLJ32955,150596
RND3,390
RBM43,375287
NMI,9111
NEB,4703
ARL5A,26225
CACNB4,785
STAM2,10254
PRPF40A,55660
RPRM,56475
NR4A2,4929
ACVR1,90
CCDC148,130940
WDSUB1,151525
BAZ2B,29994
LY75,4065
PLA2R1,22925
ITGB6,3694
RBMS1,5937
RBMS1,5937
DPP4,1803
GCG,2641
FAP,2191
IFIH1,64135
KCNH7,90134
FIGN,55137
GRB14,2888
COBLL1,22837
SLC38A11,151258
SCN3A,6328
GALNT3,2591
GALNT3,2591
TTC21B,79809
SCN1A,6323
SCN9A,6335
SCN7A,6332
STK39,27347
SPC25,57405
ABCB11,8647
LRP2,4036
FASTKD1,79675
METTL5,29081
TLK1,9874
METTL8,79828
RPS15,6209
SLC25A12,8604
DLX2,1746
SP3,6670
OLA1,29789
SP9,100131390
CIR1,9541
GPR155,151556
WIPF1,7456
CHRNA1,1134
CHN1,1123
ATF2,1386
ATP5G3,518
KIAA1715,80856
NFE2L2,4780
LOC100130691,100130691
TTC30B,150737
TTC30A,92104
PDE11A,50940
PRKRA,8575
FKBP7,51661
TTN,7273
CCDC141,285025
SESTD1,91404
ZNF385B,151126
CERKL,375298
NEUROD1,4760
PDE1A,5136
FRZB,2487
NCKAP1,10787
ZSWIM2,151112
CALCRL,10203
TFPI,7035
DIRC1,116093
COL5A2,1290
SLC40A1,30061
OSGEPL1,64172
ORMDL1,94101
MSTN,2660
HIBCH,26275
STAT1,6772
STAT4,6775
SDPR,8436
TMEFF2,23671
DNAH7,56171
STK17B,9262
GTF3C3,9330
PGAP1,80055
ANKRD44,91526
SF3B1,23451
HSPD1,3329
RFTN2,130132
BOLL,66037
SATB2,23314
C2orf60,129450
KCTD18,130535
CLK1,1195
PPIL3,53938
ORC2,4999
FAM126B,285172
ALS2CR12,130540
TRAK2,66008
ALS2CR11,151254
ALS2CR4,65062
MPP4,58538
ALS2,57679
SUMO1,7341
ICA1L,130026
WDR12,55759
RAPH1,65059
INO80D,54891
NDUFS1,4719
GPR1,2825
MDH1B,130752
KLF7,8609
FAM119A,151194
FZD5,7855
FZD5,7855
CRYGD,1421
CRYGC,1420
CRYGB,1419
CRYGA,1418
IDH1,3417
C2orf67,151050
ACADL,33
MYL1,4632
LANCL1,10314
ERBB4,2066
IKZF2,22807
BARD1,580
ABCA12,26154
FN1,2335
MREG,55686
PECR,55825
IGFBP5,3488
TNP1,7141
TNS1,7145
CXCR2P1,3580
AAMP,14
TMBIM1,64114
USP37,57695
ZNF142,7701
RNF25,64320
PRKAG3,53632
FEV,54738
CRYBA2,1412
CCDC108,255101
CCDC108,255101
IHH,3549
NHEJ1,79840
SLC23A3,151295
C2orf24,27013
ATG9A,79065
ABCB6,10058
GLB1L,79411
TUBA4A,7277
PTPRN,5798
DNPEP,23549
CHPF,79586
OBSL1,23363
EPHA4,2043
PAX3,5077
FARSB,10056
SCG2,7857
AP1S3,130340
WDFY1,57590
SERPINE2,5270
FAM124B,79843
CUL3,8452
DOCK10,55619
IRS1,3667
COL4A4,1286
TM4SF20,79853
C2orf83,56918
SLC19A3,80704
PID1,55022
DNER,92737
TRIP12,9320
SLC16A14,151473
SP110,3431
GPR55,9290
HTR2B,3357
NCL,4691
C2orf52,151477
NMUR1,10316
PDE6D,5147
NPPC,4880
ECEL1P2,347694
ECEL1,9427
TIGD1,200765
KCNJ13,3769
NGEF,25791
USP40,55230
DNAJB3,414061
HJURP,55355
ARL4C,10123
GBX2,2637
ASB18,401036
IQCA1,79781
COL6A3,1293
RAB17,64284
C2orf19,394261
ILKAP,80895
HES6,55502
PER2,8864
FLJ43879,401039
HDAC4,9759
MGC16025,85009
NDUFA10,4705
OR6B3,150681
MYEOV2,150678
OTOS,150677
ANKMY1,51281
KIF1A,547
C2orf54,79919
MTERFD2,130916
PASK,23178
HDLBP,3069
STK25,10494
THAP4,51078
DTYMK,1841
CHL1,10752
CNTN6,27255
CNTN4,152330
TRNT1,51095
LRRN1,57633
SETMAR,6419
ITPR1,3708
BHLHE40,8553
ARL8B,55207
EDEM1,9695
GRM7,2917
LMCD1,29995
LOH3CR2A,29931
CAV3,859
THUMPD3,25917
SETD5,55209
MTMR14,64419
CPNE9,151835
BRPF1,7862
OGG1,4968
TTLL3,26140
JAGN1,84522
IL17RE,132014
IL17RC,84818
CRELD1,78987
FANCD2,2177
C3orf10,55845
VHL,7428
IRAK2,3656
TATDN2,9797
C3orf42,84657
SLC6A11,6538
SLC6A1,6529
HRH1,3269
ATG7,10533
SYN2,6854
PPARG,5468
TSEN2,80746
MKRN2,23609
HDAC11,79885
FBLN2,2199
TPRXL,348825
TMEM43,79188
LSM3,27258
SLC6A6,6533
C3orf19,51244
C3orf20,84077
FGD5,152273
NR2C2,7182
CAPN7,23473
EAF1,85403
BTD,686
GALNTL2,117248
OXNAD1,92106
PLCL2,23228
KCNH8,131096
RAB5A,5868
KAT2B,8850
HMGB1,3146
UBE2E2,7325
UBE2E1,7324
RPL15,6138
NR1D2,9975
RARB,5915
OXSM,54995
LRRC3B,116135
CMC1,152100
RBMS3,27303
TGFBR2,7048
STT3B,201595
GPD1L,23171
CMTM8,152189
CMTM7,112616
CNOT10,25904
CCR4,1233
CRTAP,10491
FBXL2,25827
PDCD6IP,10015
ARPP21,10777
STAC,6769
MLH1,4292
GOLGA4,2803
TCEA1,6917
C3orf35,339883
ITGA9,3680
CTDSPL,10217
VILL,50853
DLEC1,9940
MYD88,4615
OXSR1,9943
SLC22A13,9390
SLC22A14,9389
XYLB,9942
ACVR2B,93
EXOG,9941
MYRIP,25924
EIF1B,10289
ENTPD3,956
RPL14,9045
ZNF619,285267
ZNF620,253639
ZNF621,285268
CTNNB1,1499
TRAK1,22906
VIPR1,7433
SS18L2,51188
NKTR,4820
